degree,k_ij
3,22.666666666666668
4,90.75
1,35.0
14,183.42857142857142
5,14.0
1,14.0
1,14.0
1,1.0
1,1.0
1,4.0
4,1.0
2,2.0
1,2.0
5,376.6
2,782.5
3,623.3333333333334
3,114.33333333333333
2,52.0
11,15.818181818181818
7,20.428571428571427
1,262.0
1,571.0
5,179.4
2,88.0
4,344.5
3,1536.3333333333333
5,19.2
9,4.111111111111111
1,5.0
4,6.0
9,6.666666666666667
3,486.0
3,274.0
5,776.2
1,5.0
1,3103.0
1,77.0
5,296.8
25,27.84
28,284.9642857142857
1,1.0
1,1.0
12,432.25
2,15.5
2,285.0
1,3103.0
1,36.0
1,329.0
7,422.42857142857144
1,7.0
2,1162.0
2,627.5
3,606.3333333333334
1,106.0
1,79.0
1,63.0
3,41.333333333333336
24,9.5
5,276.8
2,91.0
6,139.0
3,17.0
5,20.6
3,490.6666666666667
6,447.6666666666667
14,20.357142857142858
5,4.8
2,545.0
2,2.5
1,433.0
1,28.0
1,23.0
3,671.0
3,5.0
2,2509.5
2,157.0
3,1230.0
11,370.54545454545456
2,15.0
6,600.5
2,4.5
2,4.5
3,1700.3333333333333
3,1036.3333333333333
3,734.6666666666666
3,8.0
3,382.3333333333333
1,1995.0
1,1995.0
3,681.0
2,999.0
2,291.5
8,357.0
7,15.142857142857142
3,824.6666666666666
1,8.0
2,1013.0
1,1995.0
1,1995.0
9,640.5555555555555
1,1995.0
1,3103.0
1,1995.0
1,1995.0
2,1001.0
1,39.0
1,3103.0
2,998.0
1,2.0
1,1995.0
1,1995.0
2,2509.5
2,7.5
2,4.0
1,1995.0
2,1728.0
1,1995.0
7,735.0
1,1995.0
1,1995.0
2,998.5
2,998.5
1,5.0
5,693.2
1,27.0
1,1995.0
1,1995.0
1,1.0
1,1.0
1,1995.0
1,44.0
1,1995.0
1,2.0
2,998.0
1,1995.0
3,676.6666666666666
2,1014.0
2,1020.5
4,66.0
6,101.66666666666667
4,501.5
4,503.25
3,8.0
5,516.0
1,5.0
2,998.5
1,1995.0
4,943.25
1,1995.0
2,1178.5
3,930.0
3,679.3333333333334
1,3.0
2,1020.5
1,1995.0
7,491.42857142857144
4,6.25
2,998.5
2,741.5
1,1995.0
2,1728.0
1,1995.0
2,1552.0
1,2.0
1,1995.0
2,2509.5
1,1995.0
1,1995.0
1,1995.0
2,1178.5
4,850.25
9,458.1111111111111
1,75.0
1,3103.0
1,16.0
1,1995.0
1,1995.0
10,445.0
43,80.51162790697674
3,671.0
11,195.0909090909091
3,668.0
2,2.0
4,1298.0
3,668.6666666666666
3,668.6666666666666
1,1.0
1,1.0
1,1995.0
2,11.5
1,2.0
1,1995.0
3,728.6666666666666
1,3.0
3,729.0
2,2.5
1,1.0
1,1.0
4,187.25
5,336.2
1,4.0
1,105.0
4,519.25
1,1995.0
1,1995.0
2,87.5
2,764.0
1,3024.0
9,422.77777777777777
1,9.0
6,13.166666666666666
1,9.0
5,10.6
1,1.0
1,1.0
3,55.333333333333336
1,3024.0
1,1995.0
2,1024.5
4,616.25
1,4.0
1,1995.0
1,1995.0
1,1.0
1,1.0
3,750.6666666666666
1,1995.0
1,173.0
3,912.3333333333334
4,16.5
7,321.42857142857144
1,4.0
1,1995.0
4,1621.0
4,5.25
8,477.375
11,11.0
4,600.5
10,5.6
2,87.5
2,1114.5
2,998.5
2,998.5
3,681.6666666666666
2,1006.5
7,352.57142857142856
3,53.666666666666664
2,1011.0
1,3103.0
1,1.0
1,1.0
3,689.6666666666666
28,60.42857142857143
8,40.125
2,5.5
2,5.5
3,4.0
5,5.8
1,2.0
2,1.5
2,1030.5
1,1995.0
1,2.0
2,998.0
2,1000.5
2,1002.0
1,1995.0
1,1995.0
1,104.0
2,999.0
3,9.0
2,5.5
1,7.0
1,1995.0
1,1995.0
2,1728.0
3,15.0
5,17.4
3,14.0
4,873.25
7,10.857142857142858
17,470.1764705882353
4,504.0
12,7.083333333333333
1,1995.0
1,1995.0
2,1187.5
2,306.0
2,1187.5
1,1.0
1,1.0
5,1175.4
2,1000.0
2,999.0
1,1995.0
1,142.0
3,671.3333333333334
11,142.0909090909091
1,25.0
2,1178.5
1,17.0
1,937.0
2,1002.0
11,533.4545454545455
3,23.666666666666668
1,1995.0
1,1995.0
1,1995.0
2,2549.0
3,679.6666666666666
1,1995.0
1,1995.0
1,1995.0
1,1995.0
2,1015.0
1,13.0
1,16.0
2,536.0
1,1995.0
2,1214.0
4,531.5
1,6.0
1,1995.0
7,406.57142857142856
5,10.0
1,7.0
2,21.0
1,1995.0
2,1728.0
3,220.66666666666666
1,3.0
3,1152.3333333333333
3,851.3333333333334
3,1085.6666666666667
1,1995.0
9,747.4444444444445
10,154.2
5,15.0
4,19.75
2,30.5
1,2.0
2,731.0
3,726.3333333333334
2,1008.5
22,24.59090909090909
2,2509.5
2,1000.0
3,1152.3333333333333
1,3.0
1,1995.0
4,654.75
1,1995.0
1,1995.0
1,1995.0
1,1995.0
2,999.5
5,600.8
9,323.22222222222223
1,55.0
3,1153.0
1,2.0
2,12.0
14,314.85714285714283
1,14.0
5,8.4
7,14.571428571428571
2,16.0
1,5.0
2,1435.0
2,998.0
1,1995.0
1,1995.0
7,1011.0
4,6.5
6,405.1666666666667
2,529.5
1,6.0
1,1995.0
3,82.66666666666667
8,412.25
1,1995.0
3,17.0
3,3.3333333333333335
2,4.0
5,441.2
1,5.0
2,1063.5
4,674.5
1,1995.0
5,716.6
2,1025.5
1,1995.0
3,723.3333333333334
1,1995.0
1,1995.0
4,948.5
9,5.444444444444445
4,1072.25
3,681.3333333333334
2,1024.0
1,1995.0
1,1995.0
1,4.0
2,1526.5
4,162.25
3,19.0
3,859.6666666666666
7,805.8571428571429
2,5.5
2,5.0
2,5.0
4,669.0
3,675.3333333333334
1,4.0
2,1529.5
1,1995.0
3,1051.0
6,11.333333333333334
1,1995.0
3,668.3333333333334
6,9.833333333333334
1,362.0
1,7.0
1,1.0
1,1.0
4,558.5
9,565.2222222222222
3,1214.0
2,998.0
1,2.0
3,668.0
2,19.5
10,394.1
6,510.1666666666667
1,10.0
4,508.75
1,4.0
1,2.0
1,1461.0
6,262.3333333333333
5,9.2
3,705.0
1,362.0
1,3.0
9,330.8888888888889
2,1025.5
1,3024.0
2,1025.5
2,1057.0
1,1995.0
3,822.3333333333334
1,3.0
1,1995.0
1,1995.0
1,1995.0
2,292.5
3,700.6666666666666
2,4.5
1,3024.0
2,998.5
2,2.5
1,1995.0
1,504.0
4,812.75
2,999.5
1,1995.0
1,1995.0
1,78.0
5,890.8
11,233.36363636363637
1,11.0
2,92.5
1,40.0
1,937.0
8,276.75
1,8.0
2,734.5
6,5.333333333333333
3,673.3333333333334
1,235.0
1,1995.0
2,186.5
2,2509.5
2,998.5
1,1995.0
5,146.8
3,4.333333333333333
5,146.8
4,857.75
2,37.0
1,1995.0
1,1995.0
1,1995.0
1,1995.0
1,1995.0
1,1995.0
18,293.1111111111111
1,1995.0
3,669.3333333333334
14,530.9285714285714
1,235.0
1,1995.0
3,753.0
4,50.5
5,38.2
2,1050.0
1,105.0
5,1035.0
1,173.0
6,369.3333333333333
1,1995.0
1,105.0
4,533.75
8,10.875
3,31.0
2,58.0
11,2.3636363636363638
2,217.5
1,18.0
2,217.5
6,396.3333333333333
3,1708.0
3,703.0
9,8.11111111111111
1,433.0
5,1037.8
1,7.0
3,51.0
2,1001.0
2,24.5
3,1708.0
1,105.0
1,2.0
2,2.5
3,1708.0
1,105.0
2,1050.0
7,340.7142857142857
3,48.333333333333336
1,105.0
3,1708.0
4,5.5
4,74.75
1,1995.0
4,1300.75
1,1995.0
2,2509.5
5,13.0
2,25.5
1,1995.0
1,1995.0
2,1012.5
2,2549.0
2,1435.0
1,1995.0
2,22.5
7,51.714285714285715
1,1995.0
1,39.0
1,297.0
8,585.125
2,1000.5
1,235.0
11,297.8181818181818
2,10.0
9,372.1111111111111
3,673.3333333333334
1,1995.0
3,669.0
1,3.0
1,1995.0
1,31.0
1,3.0
3,23.666666666666668
1,3024.0
3,673.3333333333334
2,1466.0
1,1995.0
3,981.3333333333334
2,1030.5
1,3024.0
26,76.1923076923077
4,30.25
9,11.555555555555555
1,26.0
1,26.0
1,26.0
3,10.333333333333334
5,198.6
7,15.285714285714286
1,1461.0
1,1995.0
1,1995.0
1,1995.0
1,138.0
1,1.0
1,1.0
2,998.0
1,2.0
1,69.0
1,1995.0
3,1429.3333333333333
7,788.1428571428571
1,7.0
8,5.5
9,714.7777777777778
2,1002.0
5,198.2
10,203.7
2,1517.0
3,1013.0
5,3.0
4,57.5
5,711.8
2,1517.0
7,511.57142857142856
3,1023.0
2,4.5
1,1995.0
7,347.85714285714283
6,8.833333333333334
3,681.6666666666666
2,1.5
1,2.0
1,3.0
1,34.0
6,1038.6666666666667
1,1995.0
2,14.0
5,45.4
1,1995.0
1,2.0
1,1995.0
1,1461.0
2,6.5
3,1700.0
2,5.5
2,1000.0
1,1995.0
1,1995.0
3,1272.6666666666667
1,2.0
2,998.0
2,998.0
2,998.0
1,2.0
1,2.0
1,1995.0
1,1995.0
3,703.6666666666666
4,568.25
2,1053.0
1,3024.0
1,1995.0
2,1283.0
4,24.5
1,1995.0
1,571.0
2,1336.0
15,457.53333333333336
7,557.1428571428571
1,3024.0
2,1092.5
1,1995.0
3,745.3333333333334
4,13.0
1,3024.0
1,1995.0
1,1995.0
2,1116.0
11,677.3636363636364
3,87.66666666666667
2,1413.5
1,1995.0
1,3024.0
1,1995.0
4,16.75
1,4.0
10,765.6
8,6.0
1,10.0
2,25.5
1,1995.0
3,500.3333333333333
4,28.5
2,1000.0
1,36.0
4,730.75
1,1995.0
3,1272.6666666666667
1,1995.0
1,1995.0
2,1025.5
1,1995.0
1,1995.0
1,1995.0
1,1995.0
1,2.0
2,11.5
1,188.0
8,748.625
2,5.5
2,734.5
10,355.8
1,1995.0
1,1995.0
1,1995.0
2,1031.5
2,2509.5
3,676.6666666666666
1,1995.0
2,12.5
1,18.0
1,1995.0
2,999.0
3,13.0
1,36.0
4,721.25
3,1674.3333333333333
2,2549.0
1,3024.0
2,1020.5
2,1002.0
10,275.9
2,10.5
5,412.2
2,1002.5
1,1995.0
1,1995.0
4,563.25
2,25.0
4,510.5
3,6.333333333333333
2,5.5
2,228.5
4,727.5
5,39.4
11,12.818181818181818
1,3024.0
2,103.0
8,654.5
2,7.5
2,19.0
1,1995.0
8,364.875
4,15.0
3,1492.0
1,3103.0
1,6.0
6,2.3333333333333335
1,8.0
8,6.25
2,1066.5
1,1995.0
2,1728.0
1,1995.0
1,44.0
5,322.2
3,178.0
10,9.1
1,232.0
2,111.0
2,1092.5
2,1187.5
2,1187.5
1,1995.0
4,510.75
5,34.0
1,1995.0
3,498.0
7,53.57142857142857
2,1115.5
3,694.3333333333334
1,937.0
4,528.5
3,1683.0
2,1115.5
1,40.0
1,40.0
6,600.1666666666666
1,471.0
1,1.0
1,1.0
1,1995.0
1,6.0
4,552.5
10,504.5
4,62.75
3,18.666666666666668
2,1006.5
3,749.0
2,104.5
3,1077.3333333333333
7,503.42857142857144
9,587.8888888888889
12,15.166666666666666
1,1995.0
3,981.3333333333334
1,1995.0
2,1030.5
1,1995.0
2,999.0
3,666.3333333333334
1,433.0
1,4.0
1,1995.0
1,1995.0
1,1995.0
1,1995.0
1,1995.0
2,1556.0
9,348.22222222222223
6,642.3333333333334
1,433.0
4,302.5
2,34.0
2,12.0
12,443.5
1,471.0
6,308.8333333333333
1,1995.0
1,3024.0
3,678.0
2,2509.5
3,666.3333333333334
2,54.0
2,2.5
1,1056.0
2,999.0
3,9.0
2,998.0
1,2.0
3,698.0
3,3.0
3,431.3333333333333
1,44.0
2,257.5
1,44.0
1,3.0
3,1035.3333333333333
2,1728.0
5,643.6
1,5.0
1,1995.0
3,364.3333333333333
2,1019.5
1,1995.0
2,2509.5
1,46.0
1,1995.0
4,599.25
5,695.4
2,443.5
2,443.5
3,379.6666666666667
2,1091.5
7,796.0
21,10.904761904761905
2,998.5
2,1552.5
11,239.45454545454547
13,478.15384615384613
2,8.0
1,1995.0
4,5.5
2,7.5
4,6.5
3,6.666666666666667
8,254.125
5,5.6
1,138.0
1,188.0
1,362.0
1,1995.0
7,679.5714285714286
3,697.3333333333334
2,1026.5
1,2.0
2,2.0
1,1.0
1,1.0
1,1995.0
3,789.3333333333334
1,504.0
1,1995.0
2,1610.5
1,1995.0
4,151.25
4,557.75
3,1038.0
3,34.0
2,41.0
3,665.6666666666666
1,3.0
1,3.0
1,677.0
4,194.75
3,9.666666666666666
1,4.0
6,580.3333333333334
2,1137.0
2,739.5
7,984.0
5,7.8
1,46.0
2,1011.5
1,1461.0
2,98.0
2,1010.0
4,672.5
1,4.0
9,347.0
1,9.0
2,110.0
2,216.5
1,1995.0
2,1002.5
2,1001.0
4,564.25
1,1995.0
4,1282.25
1,4.0
2,1020.5
5,425.8
5,409.6
6,1144.0
2,1002.0
2,1728.0
1,1056.0
3,729.3333333333334
3,1703.6666666666667
1,1995.0
1,1995.0
1,5.0
5,405.0
2,34.0
2,3.0
1,1995.0
4,1313.0
1,4.0
1,3024.0
1,1995.0
3,13.666666666666666
1,3.0
4,1401.25
3,846.6666666666666
1,1995.0
1,20.0
20,221.3
3,946.0
3,7.333333333333333
1,3.0
1,3.0
1,1.0
1,1.0
1,44.0
1,15.0
3,688.3333333333334
4,13.0
1,3103.0
1,3103.0
5,57.4
3,979.0
5,4.4
1,3024.0
1,1.0
1,1.0
1,15.0
2,1152.5
1,1995.0
1,1995.0
1,1995.0
5,45.4
2,144.5
8,803.25
9,13.777777777777779
1,1995.0
4,1406.0
5,1310.6
1,4.0
4,7.5
2,68.0
1,1995.0
2,1013.5
1,1995.0
8,585.125
1,1995.0
4,653.5
2,1728.0
1,1.0
1,1.0
2,1100.5
1,1995.0
1,1995.0
2,1014.5
2,999.0
3,25.666666666666668
2,1584.5
5,709.2
4,535.0
2,4.5
4,1447.25
4,532.5
4,1056.75
4,267.0
1,218.0
3,705.0
1,3.0
2,555.0
1,1995.0
1,471.0
1,1995.0
3,1153.6666666666667
1,1461.0
2,998.0
1,2.0
3,756.3333333333334
2,1569.5
1,1995.0
1,2.0
2,22.5
3,746.3333333333334
2,1012.5
6,1004.0
1,1995.0
6,137.66666666666666
8,256.375
2,1013.5
2,1187.5
2,1187.5
1,1995.0
1,1995.0
1,19.0
19,11.421052631578947
2,1007.0
1,1995.0
1,1995.0
2,3.0
3,13.666666666666666
3,2.3333333333333335
1,1995.0
2,1001.0
11,325.72727272727275
2,33.0
1,1995.0
4,57.25
2,3.5
1,3103.0
1,35.0
1,1995.0
1,1995.0
3,1309.0
7,315.42857142857144
24,3.2083333333333335
15,9.933333333333334
1,1995.0
1,1995.0
1,1995.0
3,836.0
9,687.6666666666666
5,510.0
10,626.6
1,9.0
4,905.5
2,1034.0
1,1995.0
1,6.0
6,674.1666666666666
5,503.0
2,36.0
3,26.333333333333332
8,407.25
4,100.25
1,1.0
1,1.0
2,1011.5
4,502.5
4,2.75
1,433.0
2,1003.0
1,1995.0
2,14.5
2,2.5
1,1995.0
1,1995.0
1,1995.0
1,1995.0
2,1728.0
4,547.75
2,3.5
4,29.0
1,3024.0
3,672.0
1,3.0
1,20.0
3,683.3333333333334
1,1995.0
1,2.0
2,1.0
1,2.0
4,68.75
5,409.4
3,8.666666666666666
1,5.0
2,121.0
1,1995.0
3,917.0
2,1336.0
4,286.5
2,1010.0
1,3103.0
1,1995.0
1,1995.0
1,1995.0
3,988.3333333333334
3,988.3333333333334
2,244.0
1,1995.0
1,28.0
1,3024.0
1,1995.0
1,3024.0
1,3024.0
1,3024.0
1,3024.0
1,3024.0
1,3024.0
1,3024.0
1,1995.0
1,66.0
1,1995.0
4,957.25
1,1995.0
3,786.6666666666666
1,4.0
2,1732.5
2,2509.5
2,1178.5
1,362.0
1,362.0
1,46.0
1,174.0
2,10.5
2,1.5
1,1995.0
3,676.6666666666666
1,31.0
1,1995.0
1,1.0
1,1.0
4,765.5
2,90.0
2,31.5
8,1029.125
2,1728.0
1,1995.0
9,499.1111111111111
9,9.555555555555555
4,7.75
2,1001.5
8,275.375
4,783.0
2,1561.5
1,21.0
1,1995.0
2,1007.0
1,1995.0
2,1074.0
1,236.0
11,888.9090909090909
1,28.0
1,22.0
3,1159.3333333333333
7,295.57142857142856
1,7.0
1,7.0
3,710.3333333333334
1,15.0
2,1515.0
1,3024.0
1,2.0
2,2.5
7,470.85714285714283
2,121.0
2,998.0
1,2.0
3,1680.6666666666667
1,46.0
2,999.0
2,998.5
2,1010.0
2,1001.5
3,1159.0
2,1000.0
5,17.4
3,1385.0
4,665.25
5,19.0
1,3024.0
1,3024.0
1,10.0
1,1995.0
1,10.0
1,10.0
1,10.0
1,10.0
1,10.0
1,1995.0
1,1995.0
1,1995.0
2,1015.5
3,795.3333333333334
1,1995.0
2,1728.0
2,1178.5
1,1995.0
1,178.0
1,1995.0
1,36.0
2,1015.5
9,309.8888888888889
1,9.0
6,8.333333333333334
2,1001.0
3,666.6666666666666
1,3.0
4,3.75
2,998.5
1,1995.0
2,1050.5
3,960.6666666666666
1,571.0
7,345.57142857142856
5,15.8
7,638.5714285714286
1,7.0
1,7.0
2,1100.5
10,287.9
14,475.14285714285717
12,8.583333333333334
3,715.6666666666666
1,3024.0
4,866.25
6,16.166666666666668
1,3024.0
1,3024.0
1,1995.0
2,52.0
1,68.0
1,1995.0
2,1001.0
2,1092.5
3,1216.0
4,916.75
2,1013.5
1,1995.0
1,1995.0
2,95.5
1,2.0
2,1015.0
3,678.0
4,5.0
3,678.3333333333334
4,654.5
3,730.3333333333334
1,1995.0
2,1015.0
1,3024.0
2,402.5
1,1995.0
2,1092.5
3,13.333333333333334
3,672.0
1,3.0
3,95.66666666666667
2,2509.5
1,46.0
1,138.0
1,1995.0
1,1995.0
7,68.85714285714286
7,458.7142857142857
32,102.34375
1,433.0
1,1995.0
1,1995.0
2,998.5
2,998.0
1,2.0
3,1841.0
2,1015.5
3,672.0
2,1084.5
1,1995.0
1,1995.0
1,1995.0
1,1995.0
1,1995.0
1,1995.0
3,1679.6666666666667
14,396.7142857142857
4,307.25
9,738.4444444444445
2,735.0
8,11.0
1,9.0
2,1728.0
1,1995.0
2,18.5
1,1995.0
1,1995.0
2,254.5
2,1092.5
1,1995.0
3,503.6666666666667
1,1995.0
1,1995.0
3,1133.6666666666667
2,2509.5
3,954.3333333333334
4,561.25
2,1162.0
1,209.0
1,84.0
2,1249.5
2,28.0
10,295.4
2,12.0
1,10.0
1,1995.0
2,1092.5
1,677.0
4,516.5
1,2.0
2,1.5
1,2.0
2,1.5
2,2549.0
4,624.75
1,8.0
1,1995.0
1,63.0
1,1995.0
1,1995.0
2,998.0
1,2.0
12,380.25
1,12.0
2,1070.0
1,8.0
8,445.75
2,998.0
1,2.0
14,277.7142857142857
10,276.7
1,10.0
1,10.0
1,1995.0
1,1.0
1,1.0
3,742.0
3,854.3333333333334
3,1136.6666666666667
3,1681.0
1,1995.0
1,1.0
1,1.0
8,405.125
5,209.4
1,1995.0
1,3024.0
1,1995.0
1,5.0
5,303.4
1,138.0
2,1066.5
1,380.0
6,479.5
2,1002.5
1,1995.0
6,629.5
1,1995.0
1,3024.0
1,3024.0
1,1995.0
1,1.0
1,1.0
3,717.6666666666666
2,1007.5
3,711.3333333333334
6,399.5
4,7.0
1,1995.0
1,1995.0
1,1995.0
1,1995.0
1,1.0
1,1.0
8,454.625
1,8.0
1,1995.0
4,777.5
4,11.0
3,732.0
1,1995.0
2,1008.5
1,1995.0
2,1092.5
3,44.333333333333336
1,3.0
9,304.3333333333333
5,12.6
2,1084.5
1,1995.0
3,1701.3333333333333
2,1012.5
2,537.5
6,669.3333333333334
3,109.0
2,262.0
1,1995.0
1,1995.0
5,472.4
8,15.0
4,11.5
1,1995.0
14,466.2142857142857
2,7.5
1,14.0
1,1995.0
1,1995.0
1,3024.0
1,1995.0
1,1995.0
1,1995.0
1,3024.0
1,14.0
1,1995.0
1,1995.0
5,95.2
3,669.6666666666666
1,1995.0
1,1.0
1,1.0
2,1114.5
2,1114.5
1,5.0
5,22.8
2,1114.5
1,677.0
1,1995.0
3,682.3333333333334
2,1115.0
2,1003.0
2,998.0
1,2.0
2,999.0
6,351.5
1,6.0
1,58.0
2,759.5
2,1026.5
2,1026.5
2,1026.5
1,1995.0
3,715.0
1,1995.0
4,274.0
2,356.5
1,1995.0
7,347.57142857142856
1,7.0
1,7.0
1,7.0
3,670.3333333333334
1,3.0
1,1995.0
2,1092.5
2,1466.0
1,477.0
1,3.0
3,3.3333333333333335
2,73.0
4,10.75
1,1995.0
1,1995.0
4,630.5
1,4.0
1,1995.0
3,688.3333333333334
12,4.083333333333333
1,138.0
1,3024.0
1,20.0
1,1995.0
3,773.3333333333334
8,443.375
4,575.25
6,606.0
5,941.0
1,6.0
1,1995.0
2,1024.0
1,1995.0
1,1995.0
1,21.0
3,666.6666666666666
2,2.5
3,348.3333333333333
5,1053.8
4,1276.25
2,1007.0
7,599.8571428571429
6,67.5
1,6.0
1,1995.0
6,191.66666666666666
1,234.0
1,1995.0
1,1995.0
2,1006.5
2,27.5
1,1995.0
7,666.4285714285714
3,15.0
2,1728.0
1,22.0
3,14.0
6,537.6666666666666
1,13.0
2,11.5
1,2.0
11,275.8181818181818
2,1557.0
3,6.0
4,6.25
3,5.666666666666667
3,6.0
2,1466.0
1,18.0
2,1187.5
4,1323.5
6,7.166666666666667
1,6.0
2,998.5
2,82.0
3,1709.3333333333333
6,374.8333333333333
2,76.5
1,1995.0
15,507.53333333333336
40,276.95
34,184.7941176470588
8,477.75
6,24.666666666666668
15,263.8
5,480.8
4,530.0
4,521.5
1,3024.0
1,5.0
51,184.47058823529412
1,51.0
3,17.666666666666668
1,51.0
1,51.0
3,27.666666666666668
1,51.0
1,3.0
1,3.0
2,1630.5
2,1082.5
1,1995.0
2,291.0
3,1404.3333333333333
3,1051.0
1,11.0
3,1041.0
2,736.0
2,1557.0
2,9.0
7,1039.0
2,1557.0
2,1561.5
2,1561.5
2,1557.0
5,195.6
3,1528.0
2,120.0
2,1728.0
5,401.6
2,3.5
2,1554.0
2,3.0
1,2.0
3,670.0
1,8.0
1,3.0
3,1394.3333333333333
1,1.0
1,1.0
2,1092.5
5,571.0
8,10.25
9,371.3333333333333
1,9.0
5,18.2
2,4.0
1,5.0
1,3.0
3,3.6666666666666665
3,776.0
4,796.25
1,4.0
2,2509.5
10,259.8
6,111.33333333333333
4,507.25
6,638.6666666666666
4,1304.25
1,4.0
2,240.0
3,855.6666666666666
1,3.0
7,819.1428571428571
4,371.25
3,729.0
2,2.0
3,822.6666666666666
2,1430.5
3,681.0
1,1995.0
4,1294.75
6,521.8333333333334
5,433.2
1,3103.0
3,735.3333333333334
3,676.3333333333334
1,1995.0
3,855.6666666666666
1,3.0
1,1995.0
5,600.0
2,15.5
2,999.5
4,2.25
10,526.2
9,330.44444444444446
1,9.0
3,1040.3333333333333
1,1995.0
1,1995.0
7,298.14285714285717
2,1513.5
2,1116.0
2,1116.0
4,1041.0
2,1116.0
3,753.3333333333334
2,1728.0
2,998.0
1,2.0
1,12.0
5,443.0
1,10.0
1,35.0
1,1995.0
2,998.0
1,2.0
1,55.0
1,2.0
2,1.5
3,670.6666666666666
6,4.333333333333333
1,23.0
1,11.0
1,11.0
6,433.3333333333333
3,1156.3333333333333
1,1995.0
2,23.5
1,2.0
2,998.5
1,17.0
5,509.0
1,5.0
25,40.64
2,31.0
2,31.0
1,25.0
1,25.0
1,25.0
2,31.0
2,31.0
2,31.0
1,25.0
2,31.0
2,31.0
2,31.0
2,999.0
3,591.0
2,1217.0
2,1026.5
3,27.666666666666668
2,1092.5
2,732.5
4,10.5
4,24.5
1,4.0
2,1513.0
2,2509.5
1,1995.0
2,1552.5
2,1552.5
3,678.0
2,1004.5
1,1995.0
2,1466.0
7,510.85714285714283
2,2549.0
1,1995.0
1,1995.0
2,344.5
6,743.0
3,992.3333333333334
3,672.3333333333334
1,3.0
4,672.75
2,3.0
1,1995.0
2,998.0
1,2.0
3,666.0
1,3.0
2,2.0
3,1035.3333333333333
2,1466.0
1,3024.0
2,69.5
1,2.0
6,383.5
1,6.0
1,6.0
2,15.5
2,1000.0
1,28.0
2,2509.5
1,1.0
1,1.0
26,123.38461538461539
2,18.5
1,26.0
5,18.8
11,243.8181818181818
1,26.0
4,830.25
2,5.5
3,25.666666666666668
8,2.25
1,1995.0
1,1995.0
1,1995.0
4,34.75
8,183.875
1,1995.0
3,759.0
2,1178.5
4,514.0
4,606.75
15,9.133333333333333
2,427.5
4,519.25
4,713.5
2,1048.5
1,1995.0
2,998.5
4,513.75
1,4.0
3,1036.3333333333333
3,1699.6666666666667
1,3.0
1,1995.0
1,1995.0
2,998.5
2,182.0
1,471.0
1,306.0
1,306.0
2,1006.5
1,5.0
5,12.2
2,998.5
2,1552.5
2,1002.0
1,1995.0
4,566.25
3,3.0
3,1028.3333333333333
3,160.66666666666666
1,15.0
2,20.5
1,2.0
1,1995.0
1,1995.0
1,1995.0
7,313.42857142857144
1,56.0
4,539.0
1,4.0
4,806.0
8,44.5
1,1995.0
3,1191.3333333333333
1,1995.0
3,795.6666666666666
2,1.0
1,2.0
1,2.0
5,1393.2
7,505.14285714285717
12,4.333333333333333
1,3.0
3,487.6666666666667
1,1995.0
1,1995.0
3,726.6666666666666
6,611.6666666666666
2,1005.5
5,455.2
2,217.0
2,2.0
3,168.0
3,24.333333333333332
1,3024.0
2,1003.0
14,218.35714285714286
7,7.857142857142857
2,12.0
3,5.333333333333333
4,502.5
1,1995.0
1,1995.0
2,2549.0
1,3.0
1,235.0
1,8.0
1,4.0
4,920.25
3,1253.0
2,63.5
1,3024.0
1,1995.0
2,1515.5
6,207.5
2,1162.0
1,4.0
1,237.0
1,1995.0
2,1007.0
1,1995.0
1,1461.0
1,1995.0
1,1995.0
2,1092.5
1,1995.0
3,899.3333333333334
1,1995.0
1,1995.0
2,2549.0
1,1.0
1,1.0
6,698.6666666666666
1,1995.0
3,670.3333333333334
1,1995.0
1,35.0
2,5.0
4,120.75
1,1995.0
1,1995.0
1,1995.0
1,1995.0
2,2549.0
5,802.4
2,1015.5
2,2.0
2,3.0
3,1025.6666666666667
1,1995.0
1,1995.0
2,1002.0
1,1995.0
1,1995.0
2,1015.5
2,1056.5
3,1738.6666666666667
3,705.3333333333334
15,525.9333333333333
7,525.5714285714286
1,1995.0
2,246.0
3,1191.3333333333333
3,718.6666666666666
1,118.0
2,789.5
4,37.5
4,588.5
3,705.0
2,77.0
4,689.75
3,25.666666666666668
3,706.6666666666666
7,3.142857142857143
4,870.75
3,50.0
28,344.64285714285717
2,13.0
2,2549.0
3,1705.3333333333333
2,2549.0
4,506.75
1,1995.0
2,1056.5
1,1995.0
2,1023.0
1,14.0
1,3024.0
1,1995.0
1,2.0
2,16.0
1,2.0
4,530.5
4,567.25
10,246.5
10,271.2
1,11.0
6,652.3333333333334
1,4.0
5,454.0
1,5.0
3,1153.3333333333333
4,3.75
2,1566.5
3,316.0
4,940.75
8,649.625
1,1995.0
1,106.0
2,1026.5
5,462.8
1,9.0
7,565.5714285714286
1,362.0
2,1466.0
4,631.25
6,383.0
4,679.75
5,1082.6
2,1162.0
1,1995.0
1,1995.0
9,277.8888888888889
2,226.5
1,1995.0
1,66.0
2,1187.5
2,998.0
1,2.0
2,195.5
1,1995.0
1,477.0
1,12.0
4,1518.25
2,108.0
2,108.0
2,999.5
4,11.0
3,1153.0
3,645.0
2,1000.5
1,1995.0
1,1995.0
1,380.0
1,1995.0
8,660.5
4,659.75
2,3.0
1,1995.0
1,1995.0
1,380.0
2,2509.5
1,1995.0
2,1336.0
11,10.181818181818182
2,9.0
